cycle,price_wheat,price_rice,price_corn,price_water,price_labor,price_kernels,alive,deaths,gini_gold,total_money,avg_gold,max_gold,min_gold,avg_food,mean_capitalism,mean_survivalism,mean_sustainability,std_capitalism,std_survivalism,std_sustainability,unit_injected,unit_absorbed,unit_net,unit_processing,unit_kernels,bank_loaned,bank_interest_collected,bank_deposit_interest,landlords,bank_owned_land,foreclosures
759,13.507,2.736,25.071,3.258,2.532,210.0,100,0,0.7794,28205.91,32.98,277.94,-4.0,33.8,0.116,0.096,-0.051,0.24,0.17,0.147,174.83,0.0,174.83,1.1,6036,272.98,263.57,701250.73,45,464,464
760,13.261,2.959,24.914,3.329,2.541,205.968,100,0,0.7602,28398.01,35.04,225.0,-4.0,34.3,0.116,0.096,-0.052,0.238,0.166,0.143,684.45,0.0,684.45,3.9,6045,210.9,268.15,708268.7,45,464,464
761,14.335,2.689,23.638,3.347,2.301,210.0,100,0,0.7336,27465.68,47.03,303.4,-4.0,36.7,0.125,0.091,-0.045,0.23,0.171,0.147,1255.68,0.0,1255.68,7.2,6087,586.65,267.17,715357.32,45,464,464
762,13.894,2.742,22.388,3.392,2.45,210.0,100,0,0.7463,28561.78,55.0,532.4,-4.0,36.9,0.128,0.09,-0.041,0.223,0.172,0.137,1323.76,1.0,1322.76,8.0,6137,430.0,276.37,722518.93,45,464,464
763,13.668,2.892,21.451,3.787,2.461,210.0,100,0,0.7456,28546.48,61.81,531.4,-6.0,38.7,0.128,0.086,-0.038,0.227,0.171,0.138,1065.69,0.0,1065.69,6.8,6174,395.18,108.94,729751.1,45,464,464
764,13.469,3.15,21.158,3.724,2.472,210.0,100,0,0.7076,28328.67,64.43,643.5,-6.0,37.8,0.134,0.086,-0.039,0.231,0.169,0.138,946.01,693.0,253.01,6.3,6203,548.19,127.36,737052.32,45,464,464
765,13.47,3.163,21.945,3.922,2.483,210.0,100,0,0.7017,28412.55,57.43,362.4,-6.0,37.8,0.156,0.087,-0.033,0.237,0.169,0.138,503.58,462.0,41.58,3.4,6204,297.75,127.93,744431.22,44,464,464
766,13.08,3.336,20.735,3.898,2.737,199.108,100,0,0.7443,28763.72,53.57,407.02,-4.0,37.1,0.169,0.092,-0.04,0.232,0.16,0.137,660.52,231.5,429.02,4.3,6215,500.89,120.37,751885.17,44,464,464
767,13.668,3.372,22.18,3.644,2.742,210.0,100,0,0.7583,29604.0,56.24,582.82,-4.0,37.3,0.17,0.096,-0.041,0.241,0.165,0.136,1146.61,438.14,708.47,7.9,6261,487.69,112.5,759413.21,44,464,464
768,13.819,3.254,22.537,3.616,2.478,199.993,100,0,0.7515,29723.94,56.27,727.52,-6.0,36.4,0.16,0.093,-0.039,0.241,0.163,0.137,388.15,0.0,388.15,2.5,6255,710.0,162.37,767016.39,44,464,464
769,13.747,2.952,23.76,3.645,2.731,210.0,100,0,0.7364,28670.93,47.95,440.73,-6.0,35.8,0.15,0.092,-0.034,0.242,0.162,0.141,536.39,1100.06,-563.67,3.4,6253,540.0,156.66,774692.99,44,464,464
770,13.677,2.882,24.027,3.312,2.736,210.0,100,0,0.7519,28348.79,39.4,439.73,-6.0,36.3,0.147,0.091,-0.033,0.241,0.171,0.139,282.75,0.0,282.75,1.7,6239,210.0,117.47,782451.17,44,464,464
771,14.15,2.873,23.289,3.313,2.718,210.0,100,0,0.7623,28644.21,36.32,493.04,-6.0,36.5,0.144,0.093,-0.032,0.248,0.174,0.135,285.92,231.1,54.82,1.7,6224,445.0,130.18,790282.05,44,464,464
772,13.947,3.019,21.503,3.572,2.457,210.0,100,0,0.7902,27848.03,26.29,387.73,-4.0,36.4,0.136,0.088,-0.041,0.271,0.189,0.138,374.94,0.7,374.24,2.3,6216,60.0,77.85,798198.16,44,464,464
773,11.99,2.871,21.882,3.669,2.709,210.0,100,0,0.7735,27452.61,28.03,231.02,-4.0,37.0,0.146,0.095,-0.043,0.262,0.188,0.136,511.77,231.0,280.77,3.4,6218,261.61,138.19,806182.73,44,464,464
774,12.699,2.807,20.762,3.37,2.98,210.0,100,0,0.7473,27304.76,30.45,325.34,-4.0,37.5,0.14,0.106,-0.034,0.263,0.192,0.131,1118.17,231.9,886.27,7.3,6259,290.0,133.77,814253.06,44,465,465
775,12.718,2.629,21.151,3.352,2.98,210.0,100,0,0.7621,28115.68,32.88,434.34,-4.0,36.1,0.144,0.104,-0.031,0.259,0.191,0.128,392.39,0.3,392.09,2.7,6255,315.51,81.19,822398.81,44,465,465
776,12.276,2.824,20.107,3.413,3.213,188.818,100,0,0.7542,28588.66,26.14,196.99,-4.0,34.1,0.147,0.105,-0.028,0.246,0.183,0.127,325.74,231.0,94.74,2.2,6245,295.0,99.42,830631.7,44,465,465
777,12.134,2.482,18.421,3.525,3.524,203.714,100,0,0.7838,28999.72,25.84,296.44,-6.0,34.1,0.162,0.105,-0.025,0.243,0.183,0.126,436.31,0.0,436.31,3.1,6245,300.34,96.79,838944.07,44,465,465
778,13.227,2.678,19.121,3.402,3.859,210.0,100,0,0.7477,28976.07,30.0,240.34,-3.84,34.4,0.161,0.099,-0.032,0.252,0.188,0.125,438.42,0.0,438.42,3.4,6248,406.86,119.75,847336.47,44,465,465
779,12.244,2.553,21.831,3.409,3.464,208.255,100,0,0.7667,29628.91,36.25,335.83,-5.65,32.6,0.162,0.092,-0.039,0.249,0.184,0.128,481.85,0.0,481.85,3.6,6253,566.67,121.45,855812.8,44,465,465
780,12.479,2.542,21.622,3.43,3.043,210.0,100,0,0.759,28923.49,39.07,313.71,-5.84,33.7,0.182,0.097,-0.037,0.249,0.181,0.124,336.2,229.58,106.62,2.2,6243,200.0,105.08,864370.0,44,465,465
781,11.717,2.592,20.958,3.491,3.148,210.0,100,0,0.7454,28167.7,39.58,428.55,-5.84,33.5,0.186,0.095,-0.032,0.244,0.178,0.125,529.7,231.6,298.1,3.5,6246,452.95,127.85,873019.43,44,465,465
782,10.603,2.559,21.197,3.437,3.454,186.195,100,0,0.7805,28041.14,38.6,426.75,-5.84,34.0,0.188,0.099,-0.023,0.25,0.178,0.137,733.52,2.5,731.02,5.0,6265,250.0,99.3,881758.52,44,465,465
783,11.118,2.444,20.709,3.519,3.783,200.886,100,0,0.7565,27723.3,40.25,573.33,-2.0,34.0,0.192,0.095,-0.021,0.249,0.173,0.149,415.46,0.5,414.96,2.8,6262,652.52,136.58,890583.58,44,465,465
784,10.838,2.717,22.262,3.439,3.891,177.349,100,0,0.7658,27302.6,28.79,268.18,-2.0,34.0,0.191,0.094,-0.022,0.247,0.171,0.145,130.46,0.8,129.66,0.9,6240,190.0,133.9,899502.11,44,465,465
785,11.373,2.699,23.269,3.58,3.873,191.35,100,0,0.8148,28351.74,48.64,673.56,-2.0,34.5,0.193,0.09,-0.019,0.243,0.174,0.14,467.49,0.1,467.39,3.0,6239,941.59,179.75,908489.3,44,465,465
786,11.043,2.898,23.531,3.468,3.641,168.939,100,0,0.7709,28544.74,49.0,683.19,-2.0,33.8,0.199,0.089,-0.022,0.24,0.172,0.14,570.1,842.45,-272.35,3.5,6239,759.4,182.53,917576.07,44,465,465
787,11.984,3.095,22.618,3.286,3.559,166.665,100,0,0.7795,27841.49,45.17,476.21,-3.38,35.0,0.19,0.086,-0.015,0.234,0.171,0.143,362.38,557.5,-195.12,2.2,6227,300.0,201.51,926754.42,44,465,465
788,10.825,3.559,22.483,3.624,3.897,177.67,100,0,0.7837,28779.25,58.62,538.74,-3.38,35.1,0.177,0.091,-0.017,0.245,0.173,0.145,934.16,0.1,934.06,5.9,6255,914.0,199.38,936025.36,44,465,465
789,11.234,3.429,21.368,3.355,3.49,191.696,100,0,0.7402,28561.51,58.79,530.51,-3.58,36.0,0.173,0.094,-0.019,0.239,0.166,0.143,424.93,586.71,-161.78,2.7,6248,677.47,289.11,945382.73,44,465,465
790,11.356,3.31,20.742,3.583,3.65,205.251,100,0,0.7262,26033.69,44.12,434.18,-4.0,36.4,0.174,0.091,-0.028,0.229,0.165,0.137,254.3,633.3,-379.0,1.7,6231,246.34,235.59,954847.46,44,465,465
791,11.126,3.005,19.57,3.407,4.129,210.0,100,0,0.7007,27309.66,51.27,536.1,-4.0,35.4,0.165,0.087,-0.026,0.227,0.157,0.137,551.72,0.0,551.72,3.8,6238,839.36,239.83,964399.8,44,465,465
792,11.492,3.278,19.544,3.441,4.511,210.0,100,0,0.7949,27881.45,43.69,720.03,-4.0,33.8,0.173,0.09,-0.027,0.228,0.154,0.138,684.97,462.0,222.97,5.0,6255,570.0,217.14,974056.07,44,465,465
793,11.503,3.034,19.285,3.371,4.702,210.0,100,0,0.8263,27940.28,44.29,934.13,-4.0,34.2,0.188,0.093,-0.035,0.223,0.154,0.14,191.53,0.0,191.53,1.4,6238,1041.87,251.38,983805.7,44,465,465
794,11.578,2.79,19.977,3.29,4.207,210.0,100,0,0.8505,29137.67,56.84,1858.59,-6.0,33.7,0.192,0.098,-0.041,0.226,0.154,0.14,377.98,1.4,376.58,2.8,6235,1612.14,286.44,993648.15,44,465,465
795,11.332,2.677,19.791,3.006,4.595,210.0,100,0,0.8736,30555.25,85.25,3708.64,-6.0,34.3,0.197,0.088,-0.033,0.234,0.178,0.148,545.37,231.0,314.37,3.9,6242,2790.0,366.6,1003583.97,44,465,465
796,11.291,2.75,20.313,3.133,4.788,210.0,100,0,0.8948,31571.5,86.76,3558.69,-6.0,33.9,0.201,0.09,-0.033,0.238,0.181,0.147,540.31,231.5,308.81,3.9,6249,1274.64,414.75,1013630.35,44,465,465
797,10.817,2.816,20.127,3.091,4.909,210.0,100,0,0.8455,31026.38,93.59,2922.96,-2.0,34.1,0.21,0.099,-0.034,0.235,0.164,0.147,227.51,1.0,226.51,1.6,6234,420.0,440.2,1023761.76,44,465,465
798,10.297,2.762,20.768,3.258,4.967,210.0,100,0,0.8547,31012.37,94.73,2866.21,-2.0,34.0,0.219,0.095,-0.035,0.236,0.165,0.146,1239.84,924.1,315.74,8.8,6287,702.22,369.39,1034005.04,44,465,465
799,9.386,2.658,22.5,3.004,4.441,210.0,100,0,0.8562,30624.11,79.22,2147.26,-3.32,34.5,0.221,0.098,-0.042,0.233,0.154,0.144,174.47,0.0,174.47,1.2,6268,195.0,311.76,1044361.18,44,465,465
800,9.38,2.905,23.594,3.236,4.847,210.0,100,0,0.8448,31922.45,83.84,1997.31,-4.0,32.4,0.21,0.097,-0.047,0.231,0.154,0.148,1212.75,1.0,1211.75,7.7,6314,212.3,323.35,1054810.83,44,465,465
801,8.353,2.912,23.467,3.294,4.687,210.0,100,0,0.8834,34568.41,119.01,5582.66,-6.0,33.7,0.207,0.083,-0.056,0.242,0.191,0.172,644.13,463.4,180.73,3.9,6320,4666.22,540.37,1065364.22,44,465,465
802,9.15,2.882,22.045,3.594,4.631,206.948,100,0,0.8721,33980.88,113.98,5168.02,-6.0,31.0,0.199,0.085,-0.06,0.242,0.187,0.16,722.79,462.0,260.79,4.4,6331,110.0,529.45,1076020.95,44,465,465
803,9.346,2.879,21.568,3.425,4.29,210.0,100,0,0.795,29667.49,58.83,795.85,-6.0,30.6,0.201,0.087,-0.061,0.244,0.179,0.155,648.1,5008.15,-4360.05,4.2,6320,455.0,143.06,1086795.56,44,465,465
804,9.652,2.811,22.437,3.37,4.685,210.0,100,0,0.7664,30357.49,56.01,619.03,-4.0,28.9,0.192,0.088,-0.063,0.246,0.167,0.155,332.17,231.3,100.87,2.2,6310,560.0,130.99,1097670.79,44,465,465
805,9.224,3.023,23.906,3.229,4.681,196.283,100,0,0.7692,29197.69,52.71,465.83,-4.0,29.7,0.197,0.087,-0.069,0.237,0.167,0.154,424.06,0.0,424.06,2.7,6306,175.0,136.23,1108653.37,44,465,465
806,10.023,2.916,22.515,3.373,4.923,210.0,100,0,0.7992,29005.69,44.24,462.63,-4.0,29.8,0.194,0.08,-0.062,0.241,0.168,0.149,217.53,432.92,-215.39,1.3,6286,405.95,127.74,1119748.12,44,465,465
807,10.557,2.72,23.064,3.207,4.841,210.0,100,0,0.8075,28593.71,45.45,459.43,-4.0,29.5,0.194,0.078,-0.058,0.23,0.164,0.147,236.4,0.0,236.4,1.5,6270,454.67,162.05,1130949.51,44,465,465
808,10.117,2.673,22.929,3.1,4.804,210.0,100,0,0.8211,27908.29,36.66,447.23,-4.0,29.4,0.193,0.081,-0.061,0.234,0.162,0.145,274.46,232.5,41.96,1.7,6255,287.51,222.35,1142268.55,44,465,465
809,10.986,2.768,23.327,3.345,4.297,210.0,100,0,0.8527,27903.16,48.13,999.0,-5.5,29.5,0.19,0.082,-0.066,0.233,0.159,0.141,561.75,0.0,561.75,3.5,6259,371.04,115.79,1153687.37,44,465,465
810,11.615,2.964,24.119,3.366,4.552,210.0,100,0,0.8057,26698.49,46.17,898.0,-5.5,32.6,0.194,0.084,-0.074,0.235,0.148,0.131,620.51,0.0,620.51,3.8,6266,174.68,565.42,1165229.2,44,465,465
811,12.065,3.046,23.445,3.489,4.584,210.0,100,0,0.7868,26869.27,49.94,883.45,-4.0,32.8,0.187,0.084,-0.083,0.227,0.138,0.129,320.77,232.6,88.17,1.9,6253,355.72,175.93,1176880.26,44,465,465
812,13.086,3.038,21.477,3.497,4.619,210.0,100,0,0.8227,26640.87,47.12,1058.06,-4.0,33.9,0.178,0.096,-0.076,0.236,0.159,0.14,229.76,0.2,229.56,1.4,6236,535.0,176.91,1188656.36,44,465,465
813,13.964,2.893,20.862,3.403,5.039,210.0,100,0,0.8039,26045.25,38.42,628.54,-4.0,34.2,0.175,0.091,-0.071,0.238,0.164,0.141,300.67,0.5,300.17,2.0,6225,590.0,194.89,1200548.2,44,465,465
814,14.811,2.853,21.011,3.388,5.492,210.0,100,0,0.7892,25943.86,36.13,598.14,-4.0,35.6,0.184,0.095,-0.078,0.235,0.163,0.139,204.44,232.5,-28.06,1.4,6207,190.0,182.61,1212555.96,44,465,465
815,15.262,2.775,21.085,3.37,5.673,210.0,100,0,0.8385,27100.38,46.05,569.24,-6.0,34.2,0.186,0.098,-0.085,0.232,0.16,0.141,1367.85,0.0,1367.85,9.3,6269,265.09,155.29,1224686.52,44,465,465
816,16.159,3.186,20.732,3.048,5.805,210.0,100,0,0.8124,26163.59,44.28,540.34,-6.0,35.1,0.178,0.096,-0.076,0.231,0.156,0.152,678.91,0.2,678.71,4.6,6284,149.0,145.51,1236941.8,44,465,465
817,15.203,3.175,20.55,3.387,5.668,210.0,100,0,0.7877,26896.46,48.99,619.84,-6.0,33.8,0.171,0.092,-0.074,0.226,0.157,0.153,1015.83,0.0,1015.83,7.0,6323,580.0,124.57,1249321.02,44,465,465
818,16.469,3.088,20.468,3.363,5.281,210.0,100,0,0.7751,27493.11,51.55,590.94,-6.0,34.4,0.172,0.089,-0.062,0.249,0.177,0.181,589.76,0.1,589.66,4.1,6333,493.4,130.71,1261821.02,44,465,465
819,16.464,3.121,21.143,3.214,5.132,210.0,100,0,0.7575,28258.28,48.67,562.04,-6.0,33.1,0.175,0.087,-0.064,0.251,0.176,0.186,458.51,232.0,226.51,3.2,6333,610.14,171.94,1274448.38,44,465,465
820,17.021,3.168,21.425,3.11,5.425,210.0,100,0,0.7747,29193.46,43.64,407.14,-6.0,32.2,0.186,0.092,-0.069,0.238,0.172,0.171,695.6,0.0,695.6,4.7,6349,333.42,173.18,1287205.74,44,465,465
821,16.458,3.643,21.585,3.313,4.858,210.0,100,0,0.7545,31349.32,62.45,508.9,-8.0,30.1,0.185,0.091,-0.067,0.224,0.171,0.169,1859.61,0.3,1859.31,12.4,6441,320.0,188.89,1300078.07,44,465,465
822,15.738,3.438,22.371,3.277,4.345,210.0,100,0,0.7802,30794.61,53.3,694.56,-10.0,30.4,0.193,0.091,-0.075,0.228,0.17,0.169,528.83,925.2,-396.37,3.5,6440,741.49,196.24,1313089.21,44,465,465
823,15.211,3.618,24.82,3.467,4.744,205.968,100,0,0.7469,29552.01,55.24,686.13,-8.0,32.8,0.184,0.083,-0.061,0.221,0.172,0.189,250.56,233.2,17.36,1.6,6423,810.0,212.38,1326224.78,44,465,465
824,15.312,3.468,24.387,3.244,4.737,210.0,100,0,0.7748,28333.85,49.85,577.71,-8.0,34.2,0.16,0.081,-0.059,0.216,0.18,0.188,243.24,0.3,242.94,1.4,6405,430.0,176.55,1339497.74,44,465,465
825,13.682,3.219,22.026,3.214,4.238,210.0,100,0,0.801,28773.8,40.95,734.3,-6.0,34.0,0.148,0.087,-0.049,0.208,0.182,0.184,682.84,462.2,220.64,4.0,6411,660.64,127.62,1352909.23,44,465,465
826,13.463,3.174,23.194,3.271,3.798,210.0,100,0,0.7964,29404.11,39.51,436.81,-6.0,33.3,0.146,0.086,-0.054,0.206,0.176,0.171,1110.09,693.1,416.99,7.2,6448,350.0,106.59,1366445.68,44,465,465
827,12.414,3.255,23.845,3.398,3.41,210.0,100,0,0.7569,27929.92,42.06,367.89,-6.0,35.0,0.158,0.087,-0.044,0.219,0.18,0.193,811.8,231.5,580.3,5.0,6465,253.47,152.96,1380113.52,44,465,465
828,12.618,3.304,22.622,3.237,3.736,210.0,100,0,0.7605,28619.63,53.24,683.85,-6.0,34.7,0.163,0.087,-0.046,0.214,0.172,0.185,1051.51,231.2,820.31,6.3,6495,440.75,104.67,1393915.13,44,465,465
829,12.493,3.357,22.283,3.27,4.087,210.0,100,0,0.7881,29062.1,50.03,680.69,-2.0,34.1,0.166,0.089,-0.043,0.219,0.169,0.183,633.43,0.1,633.33,4.0,6503,166.91,110.71,1407864.51,44,465,465
830,12.821,3.379,22.546,3.254,3.949,210.0,100,0,0.796,29773.86,44.37,555.54,-3.29,34.5,0.169,0.09,-0.05,0.221,0.166,0.183,873.49,0.5,872.99,5.6,6527,349.77,127.07,1421959.2,44,465,465
831,12.728,3.443,23.091,3.391,3.543,210.0,100,0,0.7914,29361.98,37.58,452.38,-4.0,35.8,0.165,0.099,-0.051,0.228,0.176,0.192,536.58,1.0,535.58,3.4,6529,110.0,93.41,1436191.36,44,465,465
832,12.445,3.378,22.29,3.412,3.879,210.0,100,0,0.7805,29568.94,33.45,298.63,-4.0,35.3,0.16,0.102,-0.044,0.223,0.172,0.203,274.78,233.4,41.38,1.7,6513,228.61,118.81,1450558.99,44,465,465
833,11.51,3.46,20.931,3.413,4.226,210.0,100,0,0.756,28295.03,35.14,295.48,-2.0,38.1,0.156,0.104,-0.051,0.218,0.168,0.196,686.54,0.0,686.54,4.4,6525,512.84,121.35,1465074.62,44,465,465
834,10.909,3.408,18.654,3.394,4.616,210.0,100,0,0.7586,28866.12,42.65,385.95,-4.0,37.5,0.165,0.103,-0.045,0.209,0.17,0.199,835.17,0.5,834.67,5.7,6550,230.0,121.06,1479726.5,44,465,465
835,11.79,3.326,18.613,3.521,4.174,210.0,100,0,0.7664,29120.88,42.1,333.06,-2.0,36.1,0.165,0.107,-0.033,0.216,0.171,0.224,496.21,0.0,496.21,3.8,6556,289.75,109.39,1494531.02,44,465,465
836,11.3,3.486,19.221,3.258,4.151,210.0,100,0,0.7775,29143.86,41.55,388.68,-2.0,35.4,0.162,0.11,-0.04,0.211,0.168,0.217,547.21,0.9,546.31,4.2,6566,246.5,145.3,1509483.11,44,465,465
837,11.82,3.435,19.349,3.153,4.373,210.0,100,0,0.8045,29762.39,36.84,432.9,-2.0,34.1,0.164,0.11,-0.042,0.207,0.161,0.21,201.83,231.2,-29.37,1.5,6548,585.88,138.44,1524586.25,44,465,465
838,12.65,3.361,20.275,3.26,4.346,205.968,100,0,0.7825,29727.76,37.53,462.77,-2.0,34.4,0.171,0.121,-0.048,0.203,0.16,0.209,338.6,233.0,105.6,2.5,6540,220.0,130.43,1539833.16,44,465,465
839,12.964,3.396,21.598,3.401,4.745,208.745,100,0,0.7991,30971.73,41.84,723.52,-2.0,31.9,0.171,0.118,-0.056,0.201,0.157,0.187,596.05,0.0,596.05,4.2,6550,545.52,131.99,1555236.97,44,465,465
840,12.493,3.428,22.738,3.495,4.71,210.0,100,0,0.8197,31793.12,41.77,713.3,-4.0,31.7,0.174,0.12,-0.059,0.197,0.155,0.178,332.62,0.0,332.62,2.2,6540,495.0,135.59,1570796.06,44,465,465
841,13.058,3.531,21.382,3.264,5.137,210.0,100,0,0.7932,30741.84,42.32,703.09,-4.0,31.8,0.164,0.124,-0.049,0.198,0.159,0.179,0.0,0.0,0.0,0.0,6508,473.46,163.42,1586506.18,44,465,465
842,12.782,3.551,20.428,3.166,4.591,210.0,100,0,0.7734,30766.28,40.84,692.87,-4.0,32.4,0.16,0.129,-0.034,0.2,0.16,0.198,239.48,0.3,239.18,1.6,6492,432.13,166.8,1602377.38,44,465,465
843,12.675,3.584,20.039,3.105,4.798,210.0,100,0,0.8196,31209.33,50.01,973.11,-4.0,31.1,0.162,0.131,-0.034,0.194,0.158,0.192,414.7,0.4,414.3,2.9,6489,168.5,185.8,1618395.21,44,465,465
844,13.081,3.69,19.75,3.066,5.232,205.968,100,0,0.7901,31254.92,49.4,915.72,-4.0,31.6,0.155,0.132,-0.034,0.19,0.157,0.19,561.08,231.1,329.98,4.0,6496,320.0,146.4,1634584.88,44,465,465
845,12.78,3.392,20.63,3.055,5.7,210.0,100,0,0.8088,32070.24,45.6,512.22,-2.0,30.3,0.151,0.131,-0.039,0.19,0.157,0.182,428.57,0.0,428.57,3.1,6495,430.0,142.46,1650941.46,44,465,465
846,13.189,3.468,21.898,2.846,5.087,210.0,100,0,0.8094,32797.41,59.2,711.66,-2.0,29.5,0.151,0.129,-0.041,0.198,0.158,0.183,750.93,231.6,519.33,5.2,6514,500.0,139.42,1667445.33,44,465,465
847,12.324,3.72,22.088,3.205,5.069,210.0,100,0,0.8019,33022.84,49.54,537.25,-4.0,28.7,0.135,0.128,-0.03,0.203,0.158,0.182,183.95,0.0,183.95,1.2,6494,194.6,103.98,1684131.81,44,465,465
848,12.053,3.647,22.129,3.181,5.141,210.0,100,0,0.829,32607.0,46.46,670.61,-4.0,29.9,0.132,0.123,-0.028,0.205,0.158,0.177,123.69,0.1,123.59,0.8,6470,225.0,92.61,1700978.18,44,465,465
849,12.437,3.378,22.076,3.332,4.863,210.0,100,0,0.8108,32360.36,38.23,553.97,-4.0,29.6,0.131,0.12,-0.026,0.202,0.159,0.17,123.92,231.7,-107.78,0.8,6445,234.45,119.23,1717996.45,44,465,465
850,12.573,3.235,21.175,3.376,4.349,210.0,100,0,0.7639,30955.09,44.7,468.24,-4.0,31.4,0.119,0.122,-0.038,0.225,0.159,0.185,247.26,0.8,246.46,1.6,6429,347.94,155.38,1735174.96,44,465,465
851,13.033,3.3,22.225,3.444,4.261,210.0,100,0,0.772,29030.65,44.58,503.26,-6.0,33.6,0.123,0.131,-0.046,0.22,0.16,0.185,1007.9,0.0,1007.9,6.8,6465,190.0,137.74,1752537.35,44,465,465
852,14.13,3.432,21.412,3.961,4.097,210.0,100,0,0.819,29108.63,40.77,530.8,-2.0,34.0,0.116,0.132,-0.047,0.212,0.156,0.178,295.58,0.0,295.58,1.9,6452,325.0,95.12,1770070.92,44,465,465
853,13.538,3.03,21.848,4.069,4.075,210.0,100,0,0.7815,29257.18,38.5,373.66,-4.0,35.0,0.113,0.134,-0.06,0.213,0.158,0.197,839.33,1.1,838.23,5.6,6476,305.0,104.48,1787784.35,44,465,465
854,13.678,2.926,22.531,4.159,4.453,205.968,100,0,0.7794,27866.48,50.26,1045.53,-2.0,36.6,0.131,0.137,-0.059,0.207,0.157,0.188,627.05,462.6,164.45,4.1,6483,196.73,137.36,1805652.97,44,465,465
855,14.276,2.864,22.086,4.293,4.86,210.0,100,0,0.7185,28857.12,38.3,273.46,-2.0,34.5,0.125,0.134,-0.06,0.212,0.155,0.17,646.66,1.8,644.86,4.1,6492,293.07,139.96,1823728.89,44,465,465
856,13.974,2.755,21.736,4.17,5.299,210.0,100,0,0.7574,30211.11,39.75,412.4,-4.0,32.9,0.131,0.132,-0.063,0.207,0.154,0.167,587.48,0.0,587.48,3.8,6498,680.0,103.74,1841975.68,44,465,465
857,12.964,2.933,21.629,3.817,5.311,210.0,100,0,0.7607,28664.32,35.15,411.2,-4.0,34.8,0.131,0.13,-0.065,0.203,0.152,0.179,258.63,0.0,258.63,1.7,6483,255.0,145.71,1860403.14,44,465,465
858,13.114,3.179,22.146,4.259,5.005,210.0,100,0,0.7907,28691.66,37.71,400.0,-4.0,34.6,0.128,0.129,-0.07,0.196,0.153,0.181,757.0,0.0,757.0,5.0,6501,251.2,91.61,1879013.61,44,465,465
859,13.814,3.134,21.032,4.366,4.474,210.0,100,0,0.8015,28687.74,35.34,377.8,-4.0,35.7,0.122,0.139,-0.068,0.195,0.153,0.181,0.0,0.5,-0.5,0.0,6469,248.77,85.27,1897807.81,44,465,465
860,14.163,3.254,21.193,4.673,4.006,210.0,100,0,0.7763,29176.2,33.75,358.6,-4.0,34.5,0.124,0.139,-0.069,0.193,0.152,0.172,191.38,0.0,191.38,1.3,6450,319.57,84.19,1916790.68,44,465,465
861,13.373,3.129,22.524,4.431,4.378,210.0,100,0,0.7539,27630.74,30.78,290.8,-4.0,35.0,0.12,0.151,-0.062,0.204,0.162,0.182,252.21,231.7,20.51,1.7,6434,340.0,111.79,1935954.7,44,465,465
862,12.337,3.458,21.143,4.845,4.207,210.0,100,0,0.788,25614.98,32.67,509.49,-4.0,37.3,0.109,0.151,-0.073,0.209,0.161,0.189,78.84,1.3,77.54,0.5,6407,480.0,145.89,1955316.97,44,465,465
863,12.153,3.532,20.18,4.482,3.771,210.0,100,0,0.8213,25578.1,26.19,565.2,-4.0,35.9,0.117,0.147,-0.072,0.198,0.156,0.184,473.6,693.4,-219.8,3.2,6404,200.0,93.42,1974878.16,44,465,465
864,12.973,3.239,19.183,4.616,3.489,207.404,100,0,0.8188,25679.95,26.22,564.2,-4.0,35.6,0.116,0.147,-0.077,0.2,0.154,0.182,70.63,233.0,-162.37,0.5,6376,320.43,121.95,1994628.62,44,465,465
865,14.065,3.28,19.988,4.391,3.471,210.0,100,0,0.8003,25701.17,31.97,564.2,-4.0,35.1,0.129,0.145,-0.077,0.203,0.154,0.177,631.11,0.0,631.11,4.7,6391,186.44,82.66,2014576.32,44,465,465
866,12.959,3.249,20.182,4.444,3.462,205.968,100,0,0.7923,26184.34,32.43,463.2,-4.0,34.2,0.127,0.142,-0.074,0.203,0.154,0.173,475.73,231.1,244.63,3.4,6392,350.0,105.06,2034726.21,44,465,465
867,13.086,3.052,20.787,4.321,3.695,210.0,100,0,0.7762,26443.45,37.44,430.62,-4.0,33.1,0.13,0.142,-0.077,0.205,0.153,0.177,720.48,0.3,720.18,5.1,6411,427.24,94.46,2055078.32,44,465,465
868,14.187,2.888,19.862,3.895,3.681,205.968,100,0,0.8078,26121.28,31.51,642.61,-4.0,33.9,0.134,0.14,-0.086,0.207,0.152,0.176,276.46,231.0,45.46,1.9,6397,290.0,113.77,2075637.05,44,465,465
869,12.979,2.863,19.604,3.905,3.307,210.0,100,0,0.8348,27038.48,35.67,840.75,-4.0,32.1,0.144,0.139,-0.087,0.2,0.151,0.172,333.66,0.0,333.66,2.4,6389,556.82,138.94,2096396.12,44,465,465
870,13.555,2.723,19.046,4.343,3.212,210.0,100,0,0.8491,26763.21,42.05,1211.65,-4.0,31.7,0.147,0.134,-0.093,0.198,0.151,0.164,315.63,0.9,314.73,2.3,6380,830.0,160.16,2117362.09,44,465,465
871,12.884,2.61,19.787,4.292,3.193,210.0,100,0,0.8553,26987.78,43.06,1183.45,-4.0,31.9,0.156,0.124,-0.096,0.203,0.16,0.166,146.64,0.4,146.24,1.1,6360,598.49,164.34,2138540.13,44,465,465
872,14.322,2.532,20.698,4.111,3.021,210.0,100,0,0.84,24023.91,38.18,755.25,-4.0,33.9,0.157,0.129,-0.1,0.201,0.157,0.169,221.61,231.0,-9.39,1.6,6344,300.0,147.27,2159931.93,44,465,465
